Pagerank	Ids
0.0005460294207225964	671193
0.0005453777323964893	610980
0.0005427935464353479	291879
0.0005425128889131066	686721
0.0005363758018067857	887268
0.0005343874314561517	23097
0.0005297123973543254	564521
0.0005270800175788057	191810
0.000524565060896907	458892
0.0005238897603663589	568104
0.0005228673038665473	228196
0.0005227466838403687	714381
0.0005216111153541677	148036
0.0005213648793017594	639662
0.0005193817632848052	21682
0.0005177899620736358	245628
0.0005171336532738544	624300
0.0005156518995008987	116209
0.0005119298977263246	170728
0.0005049993005479628	635117
0.0005048311691952361	212642
0.0005037935001346824	287235
0.0005030647073989538	147159
0.0005028138153837913	9111
0.0005006065453140142	783196
0.0004997880877711898	729831
0.0004984436876496939	234814
0.0004980256439818194	328238
0.0004971981122229154	705657
0.0004938116674808375	839849
0.0004934217277531201	210474
0.000493364742228926	309540
0.0004896975292068368	631906
0.0004894972634548205	766583
0.0004860838165458345	288723
0.00048471868142285426	155786
0.0004829863461242191	257091
0.0004816839017856199	352975
0.0004729252267779106	789565
0.0004723717519090914	96059
0.0004697385941991481	911239
0.0004691001845626159	860594
0.00046875671271495484	654313
0.0004679023424592289	187247
0.00046756282944856266	630973
0.0004624967199347993	913201
0.0004614216378237415	304786
0.00046128792919425925	701326
0.00045924975010062	569098
0.00045876705846741055	413309
0.000457257357990971	99379
0.0004564337355764867	749027
0.00045628067523892704	573420
0.0004559069977124909	357952
0.0004553081037619276	324745
0.0004546041992515343	45703
0.00045126289956232206	915376
0.0004509583622910277	428360
0.0004500167117561904	805946
0.00044722042373727635	528797
0.00044512099634176996	745108
0.00044505831624405863	687543
0.0004434897421361505	821964
0.0004432839897345401	407927
0.0004424370441298574	637936
0.0004418184227136331	877558
0.0004380348018808929	367053
0.00043767683269215705	738198
0.00043764277573849294	185071
0.00043553170637502766	206454
0.00043463709354487045	146876
0.0004345537873553421	271199
0.000434237126611037	874174
0.00043422916234874193	216326
0.0004338776664418462	105019
0.0004335636060355177	461576
0.0004332116250715132	855371
0.00043289272077553923	319508
0.0004328351397553087	632357
0.0004315387815900189	677723
0.0004314181622438979	604497
0.0004306071192822263	726843
0.0004304452668094285	509001
0.0004295111100575458	248362
0.0004290912051385442	579954
0.00042882671480938127	495507
0.0004287288664287786	465384
0.0004286997425762315	287318
0.0004280286123985499	759364
0.0004262642541190586	653315
0.00042602439934820224	495600
0.0004230030911566387	286245
0.00042279657980031797	85372
0.00042199896538214774	359896
0.0004218484510915315	24423
0.00042153908289534366	790474
0.00042142206291525847	507927
0.00042129849572352675	677084
0.0004208038466927949	520600
0.0004202497761309284	347943
0.00041992620443113634	832371
0.0004189928529756485	437464
0.00041879861391825544	526201
0.00041879861391825544	363791
0.000418510025623567	618824
0.0004181070807130447	698995
0.00041786724669062283	435911
0.0004166200362879325	218709
0.0004166076488055565	291700
0.00041620964275531226	84654
0.00041599149195799566	642998
0.0004159413894438615	879017
0.0004154268939728499	768865
0.0004151793119397965	671067
0.00041476013410608834	685944
0.0004145893878674405	273081
0.00041420391735074266	885496
0.0004141069672820511	219040
0.0004140240120192348	776695
0.00041369332349816405	696541
0.0004115590813065874	832939
0.00041066904526564053	367175
0.0004099903236647323	181922
0.00040853364427638055	704006
0.00040733410432409475	861812
0.0004059438635953335	156950
0.00040536164227261863	424490
0.00040473509351901787	836461
0.0004032540197344833	628478
0.0004032374342618255	747703
0.0004032374342618255	912266
0.00040140697944361734	714987
0.0004010437732752518	396151
0.0004002597602762223	823018
0.0003992136580318832	203975
0.00039918107785282117	127372
0.00039881905014852755	530746
0.0003986563117214495	322958
0.00039835626007368003	718657
0.00039726261403017334	417832
0.00039645310048389297	60543
0.0003963079319343682	400675
0.00039573434771211763	526202
0.00039498066288148176	784981
0.0003949098979012778	867923
0.00039480605050602784	306718
0.000394116619934247	727082
0.00039387059123451647	299153
0.00039234515711580116	579432
0.0003923016638503034	861899
0.0003922196791708989	360442
0.0003908898675654407	824509
0.00039004063880414876	216203
0.00038966022781199535	317298
0.00038960696039959044	272194
0.00038947008947092855	441289
0.0003892409561448101	361076
0.00038864559460577837	659658
0.00038862906498623475	452802
0.0003885556246741538	76023
0.00038849417342136166	832181
0.00038835571506244367	322822
0.00038784323394959523	595777
0.00038739082047097706	576537
0.00038735917302882634	503312
0.000387302771226979	15259
0.00038725421461851455	542053
0.0003864783879482329	615460
0.00038608314174965656	535233
0.00038605376866832444	411957
0.0003856590892787991	435393
0.0003855714679507481	525184
0.00038429649141509553	11342
0.0003840208406272022	381320
0.0003836615481633687	632695
0.0003834857096923594	192418
0.00038342733214219145	896419
0.00038322059940753525	27924
0.00038271206216944684	705695
0.0003826904806114949	443139
0.000380291091695655	182247
0.000379719605454812	621443
0.0003796687881358885	534167
0.00037907202884594895	579169
0.0003789230992207006	250548
0.0003778058583941081	273275
0.0003771122878714332	153744
0.00037706335307074643	312725
0.00037680264346381617	382471
0.0003754654878261732	185271
0.00037478628889268164	42021
0.00037212998454415114	462745
0.00036741856172225275	293994
0.0003671573017306747	75753
0.00036620370592907496	684544
0.0003657768610304238	833388
0.00036564183721657617	394621
0.00036532768920806706	163436
0.00036516094547752234	209111
0.000364436683460034	310630
0.00036408037968094063	836591
0.00036398410710476796	267401
0.000363682013549285	111687
0.0003636310153815937	162633
0.00036356334076183895	834029
0.0003634356901560485	566801
0.00036321519267296174	507493
0.0003631402679752355	738994
0.00036313534129047765	199839
0.0003627969151523896	316440
0.00036259466627212915	86613
0.00036258884378493364	858447
0.0003625651831542105	835714
0.00036121894253654643	202411
0.00036098565970963704	511777
0.00036073851715787093	250139
0.00035994297339148247	465399
0.00035985692763783225	891835
0.0003592305949068205	819875
0.00035921510641679895	873903
0.0003590604038243116	146581
0.00035904132759763494	163614
0.0003585163690916964	546184
0.0003579576704982401	900256
0.00035792061941488626	648160
0.00035774424399347056	189997
0.0003576873632259771	526164
0.0003574579287327213	0
0.00035694290297530066	307844
0.0003566154348222678	424266
0.0003565977427811267	455784
0.0003565008098910287	286373
0.0003559546439922874	687219
0.00035526848560877655	86621
0.00035517647160642363	350096
0.00035517616341039423	414057
0.0003544234687319982	133192
0.00035437352280050325	723564
0.0003543047176722899	691178
0.0003539618331289025	858998
0.00035303043621576853	747246
0.0003529881476186044	812141
0.0003527040756722479	113400
0.00035264688867185894	7131
0.0003523185285172275	546581
0.00035230033819907855	185496
0.00035214342658873143	183928
0.00035149879350213553	826643
0.0003512931438382698	458049
0.0003511259933798795	733704
0.0003507773180453058	77436
0.00035068896224647845	724847
0.0003504308423523625	565303
0.00035037725616411756	849286
0.0003502993254969493	647961
0.00035025561787532133	109681
0.00035018568409691224	412196
0.000350185665983335	445245
0.00035011708415359733	124446
0.00035009795951432667	501839
0.00035007773547449474	782447
0.0003500655387279747	196613
0.000349904173331405	263973
0.00034977145009894365	33210
0.00034973571176163525	268108
0.0003497182208420659	464936
0.0003496822901572795	139972
0.00034946976370118425	778296
0.00034932501346669786	861125
0.0003490043246138139	525525
0.00034895109387304233	72960
0.0003488428527749533	600077
0.00034880997120851357	438091
0.0003487927430512242	900126
0.00034873769792654545	609886
0.00034870458637256577	680677
0.00034866521147693314	715102
0.00034857890593579746	731591
0.000348528210813897	368348
0.00034835576334966533	109447
0.0003483507330232598	105322
0.0003482575304165049	395244
0.0003475311780390924	430708
0.00034693264643479284	242160
0.0003465976127709296	780880
0.00034656003043846337	793999
0.0003464638632795939	159834
0.00034624450394830203	66413
0.00034597609261055324	342980
0.00034535030886442565	848635
0.00034497934900709154	590190
0.00034488631526271684	495052
0.0003447884399296611	57791
0.00034435685902668733	455570
0.0003440322930036639	292934
0.00034396770622500326	290693
0.0003439426667437316	620625
0.0003439363815944111	284798
0.00034393551482216945	650038
0.0003439350108005099	61510
0.0003439283550073893	284816
0.00034391151740611244	543573
0.0003438836796626842	330196
0.0003438795156105505	875800
0.00034385750877404637	853880
0.00034382423922762367	774791
0.0003437798197763875	690162
0.00034376883209192807	11958
0.00034317085749404285	300972
0.00034314194101604	731734
0.0003429099716313074	891946
0.0003426387059299499	59462
0.00034231147839504204	30941
0.00034218595427161865	237149
0.00034215152114261437	68843
0.0003418585681881609	907510
0.0003417846797388496	708686
0.0003411828875326716	296128
0.0003410206181672736	169642
0.000340486416776693	46123
0.00034027473230235683	438184
0.00033988776324353395	94430
0.0003398684321516885	118294
0.0003397438922188581	912166
0.0003394123072271943	875821
0.0003389839364677329	486006
0.00033884024570318287	838973
0.0003387965107777312	261641
0.0003385244742052194	827100
0.0003383060571385328	75364
0.00033787111416207623	137553
0.0003377234602871412	896811
0.00033746980163635557	368347
0.0003374039816160009	211547
0.0003373318685006047	902762
0.00033729058477363464	710983
0.0003367746060535513	640693
0.00033670683188719556	534380
0.0003365282882018358	249007
0.0003364132585241994	556384
0.0003360774459571941	862768
0.00033535946489883674	17517
0.000335330804473582	357845
0.00033478635135409274	160306
0.00033451033050722434	705953
0.00033362725323619565	97759
0.0003333070819495602	755624
0.00033326090163715225	51573
0.00033320910665461277	449940
0.0003330960181470312	532842
0.0003327204963813694	707223
0.0003323108218319725	614131
0.00033206837884739956	604395
0.00033192982123321903	757118
0.0003318946126770093	676623
0.00033069027542118046	732201
0.00033026848236336425	904602
0.0003299649438647763	866428
0.00032995268004587145	203402
0.000329824398966626	295021
0.00032966293098579	345509
0.0003296494970737951	533368
0.0003293383847681814	120618
0.00032925291804093736	421658
0.00032894185426797284	588614
0.0003288242499278451	461659
0.0003286329490639981	619588
0.0003284923076071498	157079
0.0003284620374071574	662806
0.00032840483689222443	256479
0.0003282636624262236	912339
0.000328030822425585	270868
0.00032800910396916773	141978
0.0003276765744725566	311614
0.0003275741829756154	831418
0.0003272719968896138	652552
0.0003261272719236244	417728
0.0003259355437937751	22128
0.00032552515554732373	387527
0.00032526490072635317	420984
0.00032513728061802884	637117
0.0003250928419525696	342597
0.0003250588546505947	609983
0.0003250215467262739	316048
0.00032456846208952253	845568
0.0003237016146737603	309675
0.000323658215742594	133304
0.00032342293773969223	568813
0.00032313828104990367	452525
0.000323066066733509	796226
0.00032301120407604074	376410
0.0003229271592107015	725829
0.0003224488130266767	83884
0.00032243596830255504	452090
0.00032206111721575675	40033
0.0003219841096176631	859607
0.00032193673406115083	798597
0.000321924890713338	508053
0.0003216127269486578	645427
0.00032144552147498934	152873
0.000321161595838345	833263
0.00032115642337794356	9088
0.0003209999717981691	626986
0.00032095519902239524	96828
0.00032082977664578383	284
0.00032073905710655593	64308
0.00032070328791038437	22310
0.000320592373844657	39916
0.000320499424657085	858446
0.00032029234505665915	554613
0.0003201751388140519	658333
0.00032009291957140135	13505
0.00032003775919010224	87899
0.0003200323261180703	437699
0.00031992415950598434	327794
0.0003198784744549191	43911
0.00031985836593925455	429246
0.00031981171730401553	829224
0.00031969481398331226	434871
0.0003196441243635154	13593
0.00031959240208628126	899071
0.0003195732542806035	334882
0.0003194468324678691	562644
0.00031931533153941596	101999
0.00031926416775751614	305428
0.00031917852231445074	67751
0.0003191445356016159	346268
0.00031910480162733186	704396
0.0003189747817212097	167833
0.0003184396668749333	6658
0.0003175902108900866	680463
0.00031622706327739985	881208
0.00031615037317766717	179042
0.0003149572776953444	670602
0.00031452006172593284	867457
0.00031434964725757404	8316
0.0003143485752222819	726720
0.00031430976682558917	49944
0.00031427345638789824	2825
0.000314159742410828	150062
0.00031274690790366255	881775
0.00031220381304747894	756374
0.0003120702867127571	419645
0.00031170727397280033	153094
0.0003116354644165215	576648
0.00031134749019649354	906024
0.0003107818116167722	105102
0.0003103502755486227	873774
0.0003095999194482822	850176
0.0003090340910423866	190834
0.0003085598986363993	80626
0.0003071216012521516	533721
0.0003070999888859517	367812
0.00030689269696440884	895872
0.00030661924926555286	611735
0.00030641049199499646	753110
0.0003061865024942864	854120
0.00030610689719623023	607925
0.00030603748715488246	102352
0.0003059014414381246	671110
0.00030578466766481544	411227
0.00030569758340381426	867243
0.0003056888779623996	580836
0.0003055420770988246	912983
0.0003050021962369656	741158
0.00030441443083290714	270516
0.00030402102805970416	829662
0.0003039792107570494	684844
0.00030370829943133636	559024
0.00030232835809797763	107219
0.00030209445379001336	226587
0.00030193890056746464	849854
0.0003013780065425026	464578
0.0003012917808640947	844281
0.0003012030449207492	759370
0.00030089111655386293	491547
0.0003007908141287508	914073
0.00030074550299151936	50192
0.00030011272047436013	396680
0.00030011272047436013	134539
0.00030011272047436013	455062
0.00030011272047436013	30115
0.00029986827396928255	852995
0.0002990892038695087	125969
0.00029901282006619277	118851
0.00029901053028514067	901457
0.00029897817397894495	679725
0.00029889437860307946	685695
0.00029872356670634253	852687
0.0002985646749152064	435615
0.0002984522718804608	724907
0.00029808366080758046	470839
0.00029772823223198785	856340
0.0002971448045846885	142187
0.0002967557259532735	589120
0.0002967442402625177	913335
0.0002966500824982603	770228
0.0002965438673011542	484795
0.00029631743543383514	844937
0.00029586255481197916	597322
0.000295508847756872	119701
0.0002952422897628863	291148
0.0002945955537613751	789996
0.0002942306417005456	808816
0.00029402043455403537	657788
0.000293499677447975	13809
0.0002933852435332946	419669
0.00029322698031738505	782879
0.0002930629807529199	722570
0.0002930629807529199	662845
0.0002930629807529199	145200
0.00029296650712975255	525053
0.00029291828454053743	796190
0.0002929161326018193	678112
0.0002928603798474025	96072
0.0002928464864004809	280740
0.0002925640042883541	419963
0.0002925640042883541	652640
0.00029247018878643253	93804
0.00029237973749647654	250114
0.0002922291711174711	648867
0.0002921975258849546	706210
0.000291885133273757	293064
0.0002917276783138526	780537
0.0002916905695026026	281877
0.00029158037801585977	620805
0.0002914204446918859	218920
0.0002913819111594583	856637
0.00029131881281858776	612617
0.0002909771712788287	742146
0.0002909464598980709	282019
0.0002909369082616485	510612
0.00029079902203049674	309655
0.0002907914346005141	549827
0.00029066710863587405	296933
0.0002904108329996073	236155
0.00029005657053035843	297023
0.00028996891311981667	505618
0.0002899033427131168	559008
0.00028974743274101276	721116
0.0002896604706328266	595969
0.00028948205757374105	807283
0.0002894007203907155	794371
0.0002893827253101566	596814
0.0002893598079992679	395949
0.0002893389313383375	1673
0.00028931943560003647	165459
0.00028894800894804746	544131
0.00028791225963457114	705814
0.00028771123769665653	823678
0.000287296879197204	537852
0.00028719171878764806	183182
0.00028633231303740474	546829
0.0002863226908079712	285042
0.00028627145429032107	408802
0.0002859625640878271	647018
0.00028594897211254086	261766
0.0002851243535432665	329378
0.00028495691204924434	569816
0.00028471812155028735	49845
0.00028459910492145484	323611
0.0002845002473737342	18500
0.00028369819232099147	834531
0.0002833338451142193	785394
0.00028277326143710086	160425
0.0002823887512710268	910916
0.0002820787720930701	183063
0.00028204131337319964	74224
0.0002820345914333941	703458
0.0002820313755681822	538710
0.0002818800451952612	680980
0.0002817591073848546	818500
0.0002817442626920663	310096
0.00028137459428673406	332592
0.00028125133995655547	890675
0.00028123015314935457	899064
0.00028118080389306476	157394
0.00028091098529600195	787009
0.00028089366388660167	848497
0.0002807984785515151	360877
0.0002805288321900247	230899
0.00028034680281414047	262877
0.0002800919180053223	799858
0.00027977260872528493	14571
0.0002796541078746401	645885
0.00027949101886952284	444534
0.0002794570693659369	495084
0.0002794570693659369	655158
0.00027911436192163254	612400
0.00027896377057346557	217485
0.00027889128090381564	455043
0.00027861826112528346	17858
0.00027860546577167353	490559
0.00027813318352264284	825823
0.00027812457480307843	379362
0.00027808237118376637	914842
0.0002779976024249225	738542
0.000277945301798136	95118
0.0002778938461255632	31220
0.0002775018741173991	61108
0.0002771086177812915	488181
0.00027710008102346524	246940
0.0002770881653768621	153967
0.00027696750117546574	8834
0.00027694075178795355	441852
0.0002763497574409663	909643
0.0002762923012529342	431594
0.00027577695818316853	274064
0.00027539469579225984	870033
0.00027526524021915844	457119
0.00027510939583070914	798895
0.0002750766005462284	567722
0.0002749527780347753	906306
0.0002749471474426915	261218
0.0002747203457898597	543262
0.0002746379683973892	13825
0.0002744724505992575	827777
0.000274383202653453	269822
0.0002740759931917535	659499
0.00027373541487904084	320264
0.0002735119169089359	407359
0.000273453113688924	297289
0.0002734323915000694	241611
0.0002733903359355876	547329
0.00027285305853984976	367501
0.00027234712470334	173486
0.0002717458952075829	869115
0.0002714540484554587	234944
0.0002713073943752604	400359
0.0002712658052170065	541901
0.0002712409370242087	213338
0.00027071399251206094	482254
0.00027059739437848405	610105
0.0002703779343001979	415474
0.00027019575340333737	587644
0.0002698856384289268	779319
0.00026982893779098414	186630
0.0002697940099050795	55030
0.00026975049560039506	281234
0.00026954830042409455	132001
0.00026947342544887285	323702
0.00026888453960992195	724629
0.00026852347117415417	455271
0.00026814490732697603	776017
0.000267966690130696	265970
0.0002676363338873136	743796
0.00026758160417774437	525048
0.00026715619516010813	10777
0.00026710062160727443	749291
0.00026705711522368434	881092
0.0002664905804683474	237684
0.000266074110173323	447743
0.0002660381584103008	481149
0.00026565472315657194	644602
0.0002652471440609806	781983
0.0002651845296943754	364622
0.00026494053467334414	53051
0.0002648831898310513	652671
0.0002647299731031425	515434
0.0002645209312182134	321004
0.00026401261987324306	280351
0.00026387672521988774	859714
0.0002638684390303217	489415
0.0002637517821525125	426078
0.0002629636059718536	357507
0.0002623959930062463	749517
0.0002623120002437233	76969
0.00026221816709370144	158787
0.00026207683397927857	19976
0.00026192328155656214	650723
0.0002614659937962951	732741
0.0002611627367633972	679922
0.0002610151981840748	746606
0.000260841394705484	382880
0.00026082771534024753	894010
0.0002607877737572823	604734
0.00026071116497649953	590768
0.0002606359968791458	4027
0.00025965326636385945	437593
0.0002595494500570939	728585
0.00025928950568255985	211214
0.0002592270957864457	818194
0.00025896006985702915	451678
0.00025895804478882537	367381
0.00025860332528354586	611114
0.00025807942100711164	334739
0.0002578690858194184	690847
0.0002572388425834296	723380
0.0002567921708525427	829088
0.0002567718458036887	169564
0.0002566893581163177	449947
0.00025658464428971947	809579
0.0002564833006329146	55490
0.0002559607622411955	748615
0.0002559065397349704	589763
0.0002551946590720769	158481
0.0002551812687335625	688227
0.00025513934714865394	336829
0.0002547972809040548	264195
0.0002546074893978336	105412
0.0002545586284882961	205032
0.0002543603061365417	274257
0.00025428535575216225	471046
0.0002541917284574893	489707
0.0002541895705276312	422974
0.0002541528595437675	26933
0.0002540647370038106	845263
0.0002539776938104399	207100
0.00025389224770050857	782223
0.00025386921903017203	862566
0.0002538563543979929	654643
0.0002538377721574393	69499
0.000253788619004062	849435
0.0002537127140284988	273089
0.00025371188697623096	675924
0.00025363809766594335	807990
0.00025360109802445926	446437
0.0002535634237861014	608928
0.0002532948777697235	447063
0.0002532390328369762	569212
0.0002531944230559461	267226
0.0002531791106104982	302968
0.00025310850378337357	216840
0.00025303289199379544	670568
0.0002530257446632117	333340
0.00025299203294841516	505449
0.00025295038831190183	177207
0.0002529079411892028	372406
0.0002528855838416037	398103
0.0002528151914020585	346783
0.00025270245045210513	112762
0.0002526578163533709	69083
0.00025261603108925654	475179
0.0002526096928852008	560307
0.0002525606255988863	852237
0.00025250068697837074	276233
0.00025241152702318634	336806
0.0002524107071984478	492643
0.00025201491614320297	662101
0.0002519006571562775	830292
0.00025144774202943726	850502
0.00025129937992030287	206007
0.0002512832700756699	321094
0.0002510256719708818	632631
0.0002510104175607446	635575
0.0002509764490993167	156845
0.0002509112014161025	893884
0.00025086741538361964	274858
0.0002508277304703829	354993
0.00025056059161354547	18226
0.00024989800215208935	786167
0.000249614562168053	134515
0.00024922184382484696	858898
0.00024922184382484696	119275
0.0002491431272336378	552600
0.00024909434023610925	277198
0.00024904122443643935	900690
0.0002490305746480302	434577
0.0002489627479212947	671381
0.00024888218678235013	843827
0.0002483103855678983	33907
0.0002481295639482894	15981
0.00024803405007887676	254340
0.0002472813113615442	99176
0.00024724158514852646	598143
0.000247177502614083	61622
0.0002471484482950064	512267
0.00024713136703053974	88747
0.00024707294365793004	616288
0.0002470079662073273	504355
0.00024677824349921066	862955
0.00024674827114533343	11639
0.00024668948005108636	803507
0.0002465590178820471	225400
0.0002464869166786211	422273
0.00024645067004947825	128806
0.0002464240119988229	591684
0.00024638696509185167	601010
0.0002463722376969817	867106
0.0002463687592456101	540981
0.00024622174577989967	715540
0.00024619953744133753	132179
0.00024615267986291013	873015
0.00024614000170789955	78279
0.0002460821876777708	705025
0.00024594216180192025	636481
0.0002459137597120743	204849
0.00024587365728459635	690586
0.00024586566595454943	314770
0.0002458466923602217	548654
0.00024548794735217036	848617
0.0002454821312276979	126260
0.00024531810295776326	297062
0.00024520045561490425	517918
0.00024512046159290895	708824
0.0002448775502889636	895633
0.0002443658824174958	110110
0.00024435264294365614	150176
0.00024427599771740014	14456
0.00024423712460307646	123218
0.0002440196457843903	658225
0.00024393901451858738	3339
0.00024385247942657358	845605
0.00024364895816054015	35459
0.00024337641108398696	405527
0.00024317738501539404	170617
0.00024277831586403282	70154
0.00024265012142930025	869022
0.0002426390431519629	637227
0.00024254617967675365	159010
0.0002424743261506726	87685
0.00024222353486543676	171149
0.00024174047900466671	354360
0.0002415785747554586	599611
0.0002415175523531817	863895
0.00024072216593345195	683203
0.00024024074168720543	169673
0.00024016925888379787	518617
0.00024016017511848206	233513
0.00023991750297229082	657800
0.00023978225447067526	905625
0.00023964486715795727	541404
0.00023960760950599746	83850
0.00023947132497816392	194944
0.00023943392306758523	448045
0.00023942269096212103	79659
0.00023937466126820254	105213
0.00023884435990943398	460813
0.0002386594251027573	472339
0.00023850618183237434	869825
0.00023847281166508832	271120
0.0002384407459449725	877041
0.00023827704128940878	182870
0.00023819316512976114	168595
0.00023789392587310107	668728
0.0002378040000452977	203973
0.00023776996945003675	70280
0.00023746348852118896	408357
0.0002372774446383318	624959
0.00023701569067144731	539792
0.00023687821556907563	904600
0.0002366184977384386	366151
0.0002363441474793301	916146
0.00023623696707615474	673108
0.00023615103804683644	668328
0.00023614970848650447	15453
0.00023603295866275333	106
0.00023595637773612618	325450
0.00023584494067714127	601600
0.000235365566335163	300279
0.00023513459784077484	32921
0.00023509765636717286	596011
0.00023499560121407592	397126
0.00023454220800044843	302618
0.00023437375350342644	733696
0.00023426451563126718	113085
0.00023381989010083285	538802
0.0002338117213897321	425667
0.00023376626170601328	585523
0.00023343510181701385	578091
0.0002331546973521136	492644
0.00023293771366284796	665696
0.00023284795800512917	61704
0.00023280797003235375	877059
0.00023259842383662407	673406
0.00023228576200142695	785941
0.00023223883626335466	363978
0.00023181432981885653	334309
0.0002318012839325474	566470
0.0002317548820048385	822292
0.00023168563253181347	225530
0.00023164141574948422	421091
0.00023160272087028122	569975
0.00023150056530816453	777734
0.00023145139432062867	187770
0.0002314007780767007	907505
0.0002313035535681151	610457
0.00023109848580019898	8517
0.00023109499482375782	760138
0.00023084855934452818	198733
0.000230833313886315	695217
0.00023080719432107307	688431
0.00023080516149844225	139279
0.0002307043781570208	651129
0.00023063698517814226	889094
0.00023012733051496308	625517
0.0002301097923638566	368492
0.00023008091803942705	46965
0.00022981498612440263	436922
0.0002296995580376221	748084
0.00022969895279707534	831835
0.00022967521212345851	848733
0.00022956113803890253	579655
